Ano Fato;Município;Desc Longa Subclasse Nat Principal;Tentado/Consumado Nat Principal;Bairro;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Qtde Ocorrências;MesOcorrencia;DiaOcorrencia;TurnoOcorrencia
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;AMERICO ALVES;7;4;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;ANGELINA DE MATTOS SILVEIRA;1;7;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;ARISTOTELES;1;5;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;BENEDITO NEVES;1;5;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;BENJAMIM FRAGA;1;4;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;BEZERRA DE MENEZES;3;5;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;CLAUDIO MARCELO;2;8;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;CLEANTO;1;7;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;CONCEICAO TEODORO;3;1;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;CRUZ DE MALTA;1;7;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;DIOGENES;1;1;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;DOM HELVECIO;1;1;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;FERREIRA DE AGUIAR;3;9;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;HERACLITO;1;7;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;JORNALISTA ABRAHAO SADI;1;2;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;JULIO CESAR;1;2;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;MARIA DE FATIMA;1;8;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;MARIO MACHADO;1;6;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;PIRRO;1;4;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;PITAGORAS;1;7;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;PITIAS;1;7;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;PRESIDENTE ARTHUR BERNARDES;1;4;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;SOCRATES;2;9;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;TALES;1;5;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;UM;2;7;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;AVENIDA;AMERICO VESPUCIO;3;7;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;AVENIDA;FREI HENRIQUE DINIZ;6;1;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;AVENIDA;MANOEL GOMES;2;1;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;AVENIDA;PRESIDENTE ANTONIO CARLOS;8;4;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RODOVIA;ANEL RODOVIARIO;4;3;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;ALVARO MATA;1;7;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;ANDRE DE MELO E CASTRO;1;9;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;ANTONIO NORONHA;1;7;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;CONDE CUNHA;4;1;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;CONDE SARZEDAS;1;7;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;FREI ANTONIO DO DESTERRO;1;7;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;FURTADO DE MENDONCA;1;9;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;JURITI;1;6;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;LETICIA;1;6;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA CACHOEIRINHA;RUA;NELSON DARIO;2;8;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;BOTUCATU;1;3;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;CACONDE;3;6;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;ENGENHEIRO CORREIA;1;9;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;HELIUM;2;6;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;HORTA BARBOSA;2;5;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;ILDEFONSO ALVIM;1;9;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;JACUI;3;8;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;JATAI;1;3;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;MANGANES;1;7;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;MOSSORO;1;3;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;PARU;1;8;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;PONTE;1;5;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;QUIXADA;1;6;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;SALGUEIRO;1;2;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;SAO BARTOLOMEU;2;7;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NOVA FLORESTA;RUA;SAO GONCALO;1;6;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;ESTRELA DA MANHA;1;3;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;JACOBINOS;1;1;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;MADRE DEUS;5;9;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;NOSSA SENHORA DA BOA VIAGEM;2;1;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;NOSSA SENHORA DA CONSOLACAO;1;3;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;NOSSA SENHORA DE GUADALUPE;1;7;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;PAPA GREGORIO I;1;4;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;PAPA HONORIO III;3;8;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;PAPA LEAO I;1;5;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;SANTA JOANA;1;1;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;SANTA LEOPOLDINA;3;3;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;OURO MINAS;RUA;URSULINAS;1;4;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;AVENIDA;BERNARDO DE VASCONCELOS;9;9;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;AVENIDA;CRISTIANO MACHADO;6;4;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;AVENIDA;JOSE CLETO;3;3;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;AVENIDA;PEDRO SERAFIM FERREIRA;1;7;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;ANTONIO PEREGRINO NASCIMENTO;1;7;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;CLAUDIO GOMES DE SOUZA;1;6;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;CORONEL JAIRO PEREIRA;1;8;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;DO CONTORNO;1;4;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;EXPEDICIONARIO ANTONIO NASCIMENTO;1;2;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;JOAQUIM RIBEIRO COSTA;4;8;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;JORGE ANGEL LIVRAGA;1;3;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;JOSE BARSAND DE LEUCAS;1;1;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;JOVIANO NAVES;1;3;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;NELSON LEMOS DE CARVALHO;3;8;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;NESTOR SOARES DE MELO;3;4;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;NICOLINA PACHECO;3;2;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;PASTOR ACHILLES BARBOSA;1;8;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;PROFESSOR ANTONIO MARCIO;3;9;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;PROFESSOR BENITO DO CARMO;1;1;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;PROFESSOR PEDRO ALVARENGA;1;1;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PALMARES;RUA;VEREADOR JOAO SARDINHA;1;1;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;PRACA;PIO XII;1;6;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RODOVIA;BR 262;1;6;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;ABSINTO;1;3;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;ALECRIM DA SERRA;3;6;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;AMARANTO VERDE;2;5;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;ANGELONIA;1;7;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;ANTONIO MARIANO DE ABREU;6;9;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;ASSAPEIXE;2;5;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;HERVALDO BRAGA;3;6;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;MARIA GUERZONI FERNANDES;2;3;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;PAULO CAMPOS MENDES;1;5;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;PIO XII;1;9;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;SANTO ANDRE;1;9;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;SANTO ISIDORO;2;1;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;SAO JACINTO;9;3;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;SAO JUVENTINO;2;2;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;SAO PEDRO;3;6;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;SAO RICARDO;2;7;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;SAO ROMULO;3;6;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;SAO TEOFILO;1;8;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PAULO VI;RUA;WILSON SILVA;1;2;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PIRAJA;RUA;EXPEDICIONARIO ELIAS SAAD;1;6;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PIRAJA;RUA;JOSE BENTO;1;8;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PIRAJA;RUA;LIDIA;3;4;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PIRAJA;RUA;PENIDO;1;9;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PIRAJA;RUA;RITA;1;8;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PIRAJA;RUA;SANTO INACIO;1;8;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;PIRAJA;RUA;VALERIO;1;3;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;POUSADA SANTO ANTONIO;AVENIDA;MAGENTA;3;3;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;POUSADA SANTO ANTONIO;RODOVIA;ANEL RODOVIARIO;1;8;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;POUSADA SANTO ANTONIO;RUA;ABILIO ALVES DOS SANTOS;2;9;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;POUSADA SANTO ANTONIO;RUA;ARNALDO LOURENCO;4;4;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;POUSADA SANTO ANTONIO;RUA;ERNESTO TOGNOLO;1;8;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;AVENIDA;BERNARDO DE VASCONCELOS;1;9;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;AVENIDA;CLARA NUNES;5;1;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;AVENIDA;RENASCENCA;2;9;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;PRACA;MUQUI;2;8;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;PRACA;URUPES;1;6;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;AFONSO CLAUDIO;1;2;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;BORBOREMA;5;3;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;BOTUCATU;2;6;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;CACONDE;2;9;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;CUBATAO;1;3;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;DELFINOPOLIS;1;8;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;DESCALVADO;2;6;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;GENTIL TEODORO;1;9;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;IBIRATI;2;9;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;ITU;4;6;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;JACUI;4;4;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;JAPURA;2;2;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;JARI;2;3;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;JAVARI;2;9;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;MACAPA;2;1;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;MADEIRA;2;1;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;MARZAGAO;3;6;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;MOGI;3;7;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;PANEMA;1;1;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;TAPIRA;6;7;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;TAQUARI;2;7;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;TARUMIRIM;1;7;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;TEFE;4;5;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;TRINDADE;3;1;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RENASCENCA;RUA;URARICOERA;4;1;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;AVENIDA;SERRA DO NAVIO;6;2;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RODOVIA;MG 020;14;1;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;ADVANCE;1;3;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;ANTONIO RIBEIRO DE ABREU;2;5;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;AQUARIOS;1;4;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;AREIA BRANCA;7;3;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;BALANCA;1;1;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;CARLOS GARDEL;2;5;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;CORONEL ELI CORREA;1;7;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;DONA SILVALINA NEVES;5;3;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;ETILANDIA;2;5;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;FEIRA DE SANTANA;7;8;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;FREI LUIZ DE RAVENA;1;9;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;GERALDO FERREIRA DA SILVA;1;3;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;INES GLASMAN;2;5;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;JUAZEIRO DO NORTE;2;4;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;JUIZ MILTON GRANDINETTI;2;6;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;MARCOS DONATO DE LIMA;4;7;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;MARIANO GUIMARAES;3;9;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;MARTINEZ CAMELO DE SOUZA;1;2;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;MIRAMAR;2;3;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;MONTE ARARAT;1;6;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;MONTE GILGAL;3;1;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;MONTE HOREBE;1;7;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;MONTE MORIA;1;2;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;OLAVO FERREIRA;2;3;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;PADRE ARGEMIRO MOREIRA;1;8;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;PARANAVAI;1;4;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;PAULO CAMPOS MENDES;3;3;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;QUINTINO SIMAO;1;2;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;ROGERIO APARECIDO DA SILVA;2;9;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;SAO JUDAS TADEU;1;5;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;SERRA DA CANASTRA;2;1;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;SERRA DA MANTIQUEIRA;2;2;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;SERRA DO CIPO;2;7;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;SERRA DO ESPINHACO;3;5;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;SERRA DO SINCORA;2;1;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;SERRA DOS ORGAOS;2;7;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;SERRA FORMOSA;2;2;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;SERRA GERAL;1;7;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;RIBEIRO DE ABREU;RUA;VEREADOR CAMIL CARAN;4;3;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;AVENIDA;ARTUR GUIMARAES;4;1;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;AVENIDA;BERNARDO DE VASCONCELOS;9;5;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;AVENIDA;CACHOEIRINHA;1;1;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;AVENIDA;JOSE CLETO;4;1;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RODOVIA;ANEL RODOVIARIO;1;5;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;ANA PAULA;1;9;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;ANTENOR DE ABREU;1;6;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;ANTONIO CLEMENTE;3;3;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;ANTONIO PEREGRINO NASCIMENTO;1;1;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;AROEIRA;2;4;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;BURI;1;6;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;CONEGO SANTANA;1;6;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;CORREA E CASTRO;1;6;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;DOM CABRAL;1;7;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;ESTER DE LIMA;4;1;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;FELICIO ROXO;2;4;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;GENTIL TEODORO;2;3;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;GLAURA;1;2;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;IBERTIOGA;1;4;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;INHAI;1;9;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;ITAPETINGA;2;3;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;JABORANDI;2;2;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;JOSE MAURICIO VEIGA;3;3;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;JOSE NICODEMOS;3;8;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;LUIZ CASTANHEDES;2;9;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;MANICORE;1;5;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;MANOEL PASSOS;3;6;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;MANOEL VENANCIO MARTINS;2;6;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;MAURA;1;4;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;PADRE AGOSTINHO;1;6;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;PADRE FELIPE SILVA;1;4;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;PAULO TIMOTEO NASCIMENTO;2;7;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;SANTA CRUZ;RUA;PINDORAMA;1;3;6;3
