Ano Fato;Município;Desc Longa Subclasse Nat Principal;Tentado/Consumado Nat Principal;Bairro;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Qtde Ocorrências;MesOcorrencia;DiaOcorrencia;TurnoOcorrencia
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;MAURA;1;9;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;NELSON;2;3;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;OLIVER;2;6;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;PAULA DIAS;3;1;5;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;PINTO NORONHA;1;3;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;PITT;14;2;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;QUELUZITA;1;6;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;RENATO DE SOUZA REIS;1;4;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;SILVA FORTES;7;7;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;TEODOMIRO PEREIRA;2;2;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;WALLACE;1;6;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA DA PAZ;AVENIDA;CACHOEIRINHA;2;7;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA DE SA;RUA;ARTUR DE SA;2;1;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA DE SA;RUA;JUAREZ;1;2;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA MARIA;AVENIDA;SOCIAIS;1;1;5;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA MARIA;ESTRADA;BORGES;2;6;5;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA MARIA;RUA;AMOR DE NOSSA VIDA;1;3;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA MARIA;RUA;CALDEIRAS;1;3;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA MARIA;RUA;JURUBEBA;1;2;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA MARIA;RUA;URUGUAIOS;2;4;5;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA MARIA;RUA;VAI E VOLTA;1;7;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA SAO PAULO;AVENIDA;CRISTIANO MACHADO;2;9;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA SAO PAULO;RODOVIA;ANEL RODOVIARIO;1;8;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA SAO PAULO;RUA;ANGOLA;7;7;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;VILA SAO PAULO;RUA;ARAUA;1;3;5;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RODOVIA;ANEL RODOVIARIO;3;2;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RODOVIA;BR 262;1;3;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;DEZESSEIS;1;9;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;DEZESSETE;1;2;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;DOIS;2;7;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;DOZE;1;6;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;MARIA GUERZONI FERNANDES;1;9;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;NOVE;1;1;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;OITO;1;8;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;ONZE;3;4;6;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;SEIS;1;2;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;SETE;6;1;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;SOPAO;1;1;4;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;TRES;7;9;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;TRINTA;2;1;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;VINTE;1;7;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;VINTE E OITO;1;4;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;VISTA DO SOL;RUA;VINTE E QUATRO;1;8;5;1
2019;BELO HORIZONTE;FURTO;TENTADO;BELMONTE;RUA;JORNALISTA ABRAHAO SADI;1;5;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;AVENIDA;BERNARDO DE VASCONCELOS;2;1;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;AVENIDA;CANDIDO LUCIO;1;8;3;1
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;AVENIDA;PRESIDENTE ANTONIO CARLOS;1;3;3;2
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;RUA;CONEGO SANTANA;1;5;1;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;RUA;CORONEL ALVES;1;1;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;RUA;CUBATAO;1;9;4;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;RUA;ITAPETINGA;5;6;1;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;RUA;NOSSA SENHORA DA PAZ;1;5;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;RUA;SIMAO TANN;2;6;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;RUA;TAVARES DE MELO;1;1;4;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;RUA;TERESOPOLIS;1;3;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;CACHOEIRINHA;RUA;VITOR PURRI;1;3;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;CAPITAO EDUARDO;RUA;MARIA HELENA PONTES;1;6;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;CIDADE NOVA;AVENIDA;CRISTIANO MACHADO;2;9;4;3
2019;BELO HORIZONTE;FURTO;TENTADO;CIDADE NOVA;RUA;CORONEL PEDRO PAULO PENIDO;1;3;4;3
2019;BELO HORIZONTE;FURTO;TENTADO;CIDADE NOVA;RUA;DOUTOR JOSE SILVA MARTINS;1;2;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;CONCORDIA;RUA;GUANABARA;1;1;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;CONCORDIA;RUA;IBITINGA;1;1;4;3
2019;BELO HORIZONTE;FURTO;TENTADO;CONCORDIA;RUA;ITAPAGIPE;1;1;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;CONCORDIA;RUA;PAJEU;1;2;1;1
2019;BELO HORIZONTE;FURTO;TENTADO;CONCORDIA;RUA;PITANGUI;2;4;1;3
2019;BELO HORIZONTE;FURTO;TENTADO;CONCORDIA;RUA;TAMBORIL;1;5;1;3
2019;BELO HORIZONTE;FURTO;TENTADO;DOM JOAQUIM;AVENIDA;DOIS MIL TREZENTOS E TRINTA E DOIS;3;2;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;FERNAO DIAS;RUA;DORESOPOLIS;2;1;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;FERNAO DIAS;RUA;JOSE JULIO FERREIRA;1;3;5;3
2019;BELO HORIZONTE;FURTO;TENTADO;FERNAO DIAS;RUA;JOSE MOURAO;1;5;2;3
2019;BELO HORIZONTE;FURTO;TENTADO;GOIANIA;RUA;CAPITAO SILVIO CARVALHO;1;4;5;3
2019;BELO HORIZONTE;FURTO;TENTADO;GRACA;RUA;GERALDO FARIA DE SOUZA;1;8;5;3
2019;BELO HORIZONTE;FURTO;TENTADO;GRACA;RUA;JURUA;1;9;1;1
2019;BELO HORIZONTE;FURTO;TENTADO;GRACA;RUA;JUSSARA;1;2;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;GRACA;RUA;SILVEIRA;1;9;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;IPIRANGA;AVENIDA;BERNARDO DE VASCONCELOS;1;4;2;3
2019;BELO HORIZONTE;FURTO;TENTADO;IPIRANGA;AVENIDA;CRISTIANO MACHADO;1;7;7;1
2019;BELO HORIZONTE;FURTO;TENTADO;IPIRANGA;RUA;JOAQUIM FRANCISCO SILVEIRA;1;7;4;3
2019;BELO HORIZONTE;FURTO;TENTADO;IPIRANGA;RUA;PIO X;1;5;6;1
2019;BELO HORIZONTE;FURTO;TENTADO;IPIRANGA;RUA;PRINCESA LEOPOLDINA;1;2;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;JARDIM VITORIA;RUA;JAIRO BRITO DOS SANTOS;1;9;2;3
2019;BELO HORIZONTE;FURTO;TENTADO;JARDIM VITORIA;RUA;PEDRO AUGUSTO SANTIAGO;1;3;4;2
2019;BELO HORIZONTE;FURTO;TENTADO;JARDIM VITORIA;RUA;REGINO GONZAGA SILVA;1;9;1;3
2019;BELO HORIZONTE;FURTO;TENTADO;JARDIM VITORIA;RUA;ZELIA JACINTA DA COSTA;1;7;1;3
2019;BELO HORIZONTE;FURTO;TENTADO;LAGOINHA;RUA;CAXAMBU;1;2;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;LAGOINHA;RUA;DIAMANTINA;2;9;1;3
2019;BELO HORIZONTE;FURTO;TENTADO;LAGOINHA;RUA;FORMIGA;1;3;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;LAGOINHA;RUA;ITABIRA;1;5;2;1
2019;BELO HORIZONTE;FURTO;TENTADO;LAGOINHA;RUA;JEQUERI;1;4;2;3
2019;BELO HORIZONTE;FURTO;TENTADO;MARIA GORETTI;RUA;SANTO INACIO;2;3;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;MARIA VIRGINIA;AVENIDA;JOSE CLETO;1;8;3;1
2019;BELO HORIZONTE;FURTO;TENTADO;NAZARE;RUA;DIOGENES;1;8;5;3
2019;BELO HORIZONTE;FURTO;TENTADO;NAZARE;RUA;SOCRATES;2;5;6;1
2019;BELO HORIZONTE;FURTO;TENTADO;NOVA CACHOEIRINHA;AVENIDA;FREI HENRIQUE DINIZ;1;4;2;3
2019;BELO HORIZONTE;FURTO;TENTADO;NOVA CACHOEIRINHA;AVENIDA;PRESIDENTE ANTONIO CARLOS;2;3;4;3
2019;BELO HORIZONTE;FURTO;TENTADO;NOVA CACHOEIRINHA;RUA;FREI CIPRIANO;1;4;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;NOVA CACHOEIRINHA;RUA;NELSON DARIO;1;6;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;NOVA FLORESTA;RUA;ILDEFONSO ALVIM;1;9;5;3
2019;BELO HORIZONTE;FURTO;TENTADO;NOVA FLORESTA;RUA;JACUI;2;6;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;NOVA FLORESTA;RUA;SAO JULIAO;1;3;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;PALMARES;RUA;CORONEL JAIRO PEREIRA;1;8;1;3
2019;BELO HORIZONTE;FURTO;TENTADO;PALMARES;RUA;PASTOR ACHILLES BARBOSA;1;9;3;1
2019;BELO HORIZONTE;FURTO;TENTADO;PALMARES;RUA;PROFESSOR ANTONIO MARCIO;1;9;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;PALMARES;RUA;PROFESSOR TABAJARA PEDROSO;1;9;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;RENASCENCA;AVENIDA;BERNARDO DE VASCONCELOS;1;6;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;RENASCENCA;AVENIDA;CLARA NUNES;1;1;5;3
2019;BELO HORIZONTE;FURTO;TENTADO;RENASCENCA;RUA;CUBATAO;1;2;2;1
2019;BELO HORIZONTE;FURTO;TENTADO;RENASCENCA;RUA;JACUI;1;7;6;2
2019;BELO HORIZONTE;FURTO;TENTADO;RENASCENCA;RUA;JAVARI;1;8;2;3
2019;BELO HORIZONTE;FURTO;TENTADO;RENASCENCA;RUA;TAQUARI;1;8;1;1
2019;BELO HORIZONTE;FURTO;TENTADO;RENASCENCA;RUA;TEFE;1;8;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;RIBEIRO DE ABREU;RUA;ETILANDIA;1;4;7;2
2019;BELO HORIZONTE;FURTO;TENTADO;SANTA CRUZ;RUA;AROEIRA;1;4;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;SANTA CRUZ;RUA;GENTIL TEODORO;1;6;7;2
2019;BELO HORIZONTE;FURTO;TENTADO;SANTA CRUZ;RUA;MANICORE;1;2;2;2
2019;BELO HORIZONTE;FURTO;TENTADO;SANTA CRUZ;RUA;PADRE AGOSTINHO;1;1;7;1
2019;BELO HORIZONTE;FURTO;TENTADO;SAO GABRIEL;AVENIDA;CRISTIANO MACHADO;1;6;1;3
2019;BELO HORIZONTE;FURTO;TENTADO;SAO GABRIEL;PRACA;ZOLY FRANCA SILVA;1;6;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;SAO GABRIEL;RUA;CASTELO DO PIAUI;1;8;2;2
2019;BELO HORIZONTE;FURTO;TENTADO;SAO GABRIEL;RUA;CIRCULAR;1;2;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;SAO GABRIEL;RUA;EDSON SILVEIRA;1;3;7;2
2019;BELO HORIZONTE;FURTO;TENTADO;SAO GABRIEL;RUA;GENERAL ASTOLFO FERREIRA MENDES;2;4;7;2
2019;BELO HORIZONTE;FURTO;TENTADO;SAO JOAO BATISTA;AVENIDA;JOAO SAMAHA;2;2;2;3
2019;BELO HORIZONTE;FURTO;TENTADO;SAO JOAO BATISTA;RUA;MOACYR FROES;2;8;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;SAO MARCOS;RUA;ABEL LOBO CORDEIRO;1;3;3;3
2019;BELO HORIZONTE;FURTO;TENTADO;SAO MARCOS;RUA;FRANCISCO LEOCADIO;1;6;7;1
2019;BELO HORIZONTE;FURTO;TENTADO;SAO PAULO;AVENIDA;CRISTIANO MACHADO;1;9;3;2
2019;BELO HORIZONTE;FURTO;TENTADO;SILVEIRA;AVENIDA;CRISTIANO MACHADO;3;1;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;SILVEIRA;RUA;ILACIR PEREIRA LIMA;1;8;6;3
2019;BELO HORIZONTE;FURTO;TENTADO;SILVEIRA;RUA;SAO CLARET;1;8;1;1
2019;BELO HORIZONTE;FURTO;TENTADO;UNIAO;AVENIDA;CRISTIANO MACHADO;8;4;3;1
2019;BELO HORIZONTE;FURTO;TENTADO;UNIAO;RUA;OTAVIO OTONI;1;8;3;2
2019;BELO HORIZONTE;FURTO;TENTADO;UNIAO;RUA;PAULA DIAS;1;9;7;3
2019;BELO HORIZONTE;FURTO;TENTADO;VILA DA PAZ;AVENIDA;CACHOEIRINHA;1;1;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BEIJA-FLOR;RUA;CARLOS DRUMOND DE ANDRADE;1;8;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BEIJA-FLOR;RUA;MOREIRAS;1;6;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BEIRA-LINHA;RUA;BERTALHA;1;4;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BEIRA-LINHA;RUA;ESTRADA DE FERRO;1;5;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BEIRA-LINHA;RUA;PADRE ARGEMIRO MOREIRA;2;6;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELA VITORIA;RUA;CAETANO VASCONCELLOS;1;1;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELA VITORIA;RUA;EXALTINO MARQUES ANDRADE;1;4;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELA VITORIA;RUA;PAULO PINHEIRO CHAGAS;1;4;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELA VITORIA;RUA;PROFESSOR WLADIMIR GOMES;3;1;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELMONTE;RUA;ANIS;1;6;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELMONTE;RUA;DOM AQUINO;1;2;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELMONTE;RUA;DOM CABRAL;2;9;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELMONTE;RUA;DOM HELDER CAMARA;2;3;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELMONTE;RUA;DOM SILVERIO GOMES PIMENTA;3;7;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;BELMONTE;RUA;JORNALISTA ABRAHAO SADI;3;1;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;AVENIDA;BERNARDO DE VASCONCELOS;8;1;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;AVENIDA;CACHOEIRINHA;1;8;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;AVENIDA;PRESIDENTE ANTONIO CARLOS;40;9;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RODOVIA;ANEL RODOVIARIO;1;8;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;ALMENARA;1;3;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;BORBOREMA;1;2;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;CONDE SANTA MARINHA;4;1;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;CONEGO SANTA APOLONIA;1;4;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;CONEGO SANTANA;1;6;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;CORONEL ALVES;2;2;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;CORONEL FIGUEIREDO;1;9;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;DOUTOR ANTONIO MOURAO GUIMARAES;1;5;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;GONCALVES LEDO;2;8;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;GREGORIO CASTRO;1;2;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;ICA;1;2;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;INDUSTRIAL;1;5;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;IRIBA;1;7;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;ITAPETINGA;10;8;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;JACINTO VIEIRA;1;1;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;JAVARI;2;8;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;JOAO DE DEUS MATOS;1;8;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;JOSE OURIVIO;1;6;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;LISBOA;1;8;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;MANOEL PASSOS;1;5;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;MARIETA MACHADO;2;6;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;MONLEVADE;1;9;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;NOSSA SENHORA DA CONCEICAO;1;1;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;NOSSA SENHORA DA PAZ;3;7;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;NOSSA SENHORA DO BRASIL;2;8;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;OLAVO ANDRADE;1;1;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;OPERARIOS;1;5;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;PEREIRA PINTO;1;7;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;PRIMEIRO DE MAIO;1;2;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;RIBATEJO;1;3;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;ROCHA LAGOA;5;9;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;SILVA ARAUJO;2;5;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;SIMAO TANN;3;4;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;TAVARES DE MELO;3;2;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CACHOEIRINHA;RUA;TEIXEIRA VASCONCELOS;1;7;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CAPITAO EDUARDO;RODOVIA;ANEL RODOVIARIO;3;6;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CAPITAO EDUARDO;RUA;JOSE DE ALENCAR;1;5;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CAPITAO EDUARDO;RUA;PADRE ARGEMIRO MOREIRA;4;3;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;AVENIDA;ALBERTO CINTRA;1;1;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;AVENIDA;CRISTIANO MACHADO;13;2;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;AVENIDA;JOSE CANDIDO DA SILVEIRA;2;6;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;AMEDEE PERET;2;7;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;CARDEAL STEPINAC;3;4;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;CORONEL PEDRO PAULO PENIDO;2;9;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;DEPUTADO BERNARDINO DE SENA FIGUEIREDO;2;6;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;DOUTOR JARBAS VIDAL GOMES;1;4;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;DOUTOR JULIO OTAVIANO FERREIRA;6;8;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;JULIO PEREIRA DA SILVA;1;9;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;PROFESSOR COSTA CHIABI;1;1;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;PROFESSOR LINCOLN CONTINENTINO;3;8;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;PROFESSOR PIMENTA DA VEIGA;2;7;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CIDADE NOVA;RUA;TABELIAO FERREIRA DE CARVALHO;1;1;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;AVENIDA;CRISTIANO MACHADO;1;4;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;ANTONIO GENTIL;1;2;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;BEBERIBE;1;6;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;GUANABARA;2;2;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;IGUASSU;4;7;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;ITAMARACA;3;3;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;ITAPAGIPE;3;4;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;ITAPEVA;1;1;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;ITAQUERA;2;9;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;ITARARE;2;5;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;JACUI;6;1;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;JAGUARIBE;1;8;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;JAVARI;1;1;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;JEQUIRICA;1;4;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;JUNDIAI;1;6;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;PITANGUI;2;5;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;TAMBORIL;4;9;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONCORDIA;RUA;URANDI;1;1;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONJUNTO CAPITAO EDUARDO;RUA;ANGELA BENAREGES;3;2;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;CONJUNTO PAULO VI;RUA;ANJO AZUL;2;4;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM JOAQUIM;AVENIDA;DOIS MIL TREZENTOS E TRINTA E DOIS;8;8;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM JOAQUIM;AVENIDA;JOSE CANDIDO DA SILVEIRA;1;1;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM JOAQUIM;RUA;ANTONIO BRASILIANO COSTA;1;4;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM JOAQUIM;RUA;DOIS MIL TREZENTOS E TRINTA E DOIS;1;3;2;2
